哥 伦 比 亚	-11.7059	164	0.208828	126	0.148901	310	0.127022	500	0.113391	433	0.109021	290	0.101985	297	0.0966709	66	0.0941806
中 国 区	-11.7103	433	0.160004	38	0.143204	97	0.135483	441	0.119237	145	0.113245	23	0.110246	435	0.110021	174	0.10856
教 育 教 学	-11.7141	183	0.18614	470	0.13289	21	0.124738	238	0.118417	298	0.114633	9	0.111384	348	0.106678	189	0.105121
投 资 管 理	-11.7161	40	0.285238	221	0.113678	370	0.109094	337	0.103483	4	0.0998554	5	0.0981646	350	0.0962219	329	0.0942645
资 产 阶 级	-11.7202	311	0.209443	66	0.131707	298	0.130398	119	0.123987	69	0.106451	59	0.101436	156	0.100206	123	0.096371
工 作 岗 位	-11.7245	295	0.23729	239	0.1259	465	0.11178	260	0.106951	100	0.106845	194	0.103787	189	0.103732	232	0.103715
在 工 作 中	-11.7288	50	0.175192	245	0.125264	318	0.123015	127	0.121888	52	0.120955	16	0.117917	246	0.108868	44	0.106902
床 上 用 品	-11.7322	362	0.164853	393	0.152704	477	0.1198	103	0.117455	251	0.114782	332	0.112022	193	0.111861	460	0.106523
治 疗 方 案	-11.735	415	0.213617	33	0.132363	232	0.12034	49	0.113747	365	0.112006	305	0.105047	236	0.101449	408	0.10143
教 学 改 革	-11.7416	183	0.200105	21	0.153196	238	0.115492	189	0.113097	470	0.106454	438	0.104842	9	0.104558	298	0.102256
比 亚 迪	-11.7451	247	0.192767	97	0.149986	360	0.118802	252	0.117807	2	0.108505	463	0.105761	507	0.105302	225	0.101068
镇 政 府	-11.7473	169	0.189102	195	0.150254	491	0.118759	385	0.11775	23	0.109426	405	0.109231	412	0.105607	38	0.0998713
新 材 料	-11.7526	40	0.150379	329	0.13796	4	0.137241	409	0.134769	503	0.118365	7	0.108783	348	0.10681	235	0.105692
白 云 区	-11.7559	63	0.176224	356	0.129647	414	0.128514	334	0.120904	57	0.119132	67	0.116075	472	0.105323	491	0.104181
哈 尔 滨 市	-11.7596	63	0.189624	414	0.139338	334	0.128304	356	0.119084	67	0.117892	433	0.108092	57	0.100507	212	0.0971587
分 数 线	-11.7638	372	0.220032	289	0.142879	286	0.129573	376	0.116244	496	0.104234	232	0.101297	349	0.0967371	324	0.089005
技 术 开 发	-11.7675	235	0.15517	370	0.139592	490	0.138069	100	0.131261	21	0.118704	337	0.109877	4	0.104328	408	0.103
代 表 作	-11.7708	30	0.193347	121	0.144355	15	0.134671	90	0.123132	365	0.112175	458	0.10011	80	0.0968464	260	0.095364
世 界 观	-11.7746	123	0.165597	260	0.137644	120	0.126854	365	0.122127	119	0.11614	453	0.111339	301	0.110707	30	0.109593
生 物 技 术	-11.7762	9	0.153123	4	0.145261	409	0.138262	40	0.13469	348	0.120776	21	0.105179	329	0.10307	100	0.0996395
子 系 统	-11.7791	122	0.166328	364	0.14417	54	0.124779	396	0.118844	384	0.112955	39	0.112253	409	0.111645	82	0.109026
